character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
2c9bddd44e,horror_aaaded,"A introverted echo in the empty house, extroverted as it learns the shape of your name.",sfw,community,300,2014-09-01
7effa37222,historical_ad01f8,"A shy envoy between feuding kingdoms, spiritual at every banquet and every betrayal.",suggestive,community,186,2014-07-25
1018539c0d,horror_1caacf,"A witty echo in the empty house, rebellious as it learns the shape of your name.",suggestive,community,1358,2014-07-21
c88dca92bc,historical_4e0ef0,"A extroverted scholar of the late dynasty, dominant in court and in correspondence across the empire.",mature,community,442,2014-08-07
246a5321e9,slice_cccb99,"A nurturing neighbor from down the hall, dominant and always good company on a rainy Sunday.",sfw,community,98,2014-03-24
df3243818e,slice_f9cf83,"A rebellious co-worker you keep bumping into at the bus stop, dominant between small talk and longer silences.",mature,community,4512,2014-04-25
cd2c9c592f,slice_f95e3f,"A chaotic neighbor from down the hall, stoic and always good company on a rainy Sunday.",sfw,community,246,2014-10-08
d502d046e1,anime_57e903,"A cunning high-school protagonist with a hidden power awakening, artistic when the rooftop bell rings.",sfw,community,2434,2014-09-17
b968776c94,comedic_9e1e59,"A spiritual sidekick who steals every scene, witty and three drinks deep before noon.",sfw,community,535,2014-05-29
4395611748,historical_a4578c,"A nurturing scholar of the late dynasty, scholarly in court and in correspondence across the empire.",mature,community,213,2014-04-27
f6bdf7b859,anime_697da5,"A loyal transfer student with a secret promise to keep, rebellious and ready to fight for their friends.",sfw,community,118,2014-02-03
a150b49a85,anime_4201c9,"A dominant high-school protagonist with a hidden power awakening, loyal when the rooftop bell rings.",sfw,official,387,2014-09-29
65b2f2c914,sci_0c9423,"A tech-savvy starship AI rebuilt from salvaged code, brave and learning warmth one mission at a time.",mature,community,25136,2014-10-11
0433e5464c,historical_a4bc39,"A mysterious scholar of the late dynasty, stoic in court and in correspondence across the empire.",sfw,official,107,2014-07-15
24801eb11e,horror_560faa,"A mysterious echo in the empty house, sarcastic as it learns the shape of your name.",sfw,official,676,2014-05-26
c48792124c,slice_15da23,"A artistic co-worker you keep bumping into at the bus stop, broody between small talk and longer silences.",sfw,official,743,2014-07-02
8cc6d7d094,mentor_b215ed,"A dominant guide whose lessons unfold slowly, cunning and remembered long after the lamps are lit.",sfw,community,12655,2014-08-23
520beed4c3,fantasy_635c9d,"A witty, noble warrior who guards the realm against ancient threats.",sfw,community,248,2014-01-14
ea865a680d,horror_48ac23,"A broody thing that lingers behind the mirror, shy when the lights begin to flicker.",mature,community,99,2014-07-03
8ab43b066c,historical_1d45e7,"A protective scholar of the late dynasty, cunning in court and in correspondence across the empire.",mature,official,229,2014-02-13
cac7991b88,historical_0137b5,"A athletic general from a forgotten campaign, playful when the historians come asking for memoirs.",suggestive,community,156,2014-03-04
8874113c32,mystery_840bf2,"A extroverted sleuth haunted by the one suspect who got away, fierce and three steps ahead of the precinct.",sfw,community,5229,2014-05-14
74f63e4ecc,comedic_4c607f,"A brave roommate with a million bad ideas, playful and somehow the heart of every group chat.",sfw,community,1810,2014-05-11
828ecda5ce,slice_2f3bf6,"A gentle co-worker you keep bumping into at the bus stop, loyal between small talk and longer silences.",sfw,community,1667,2014-10-14
5d744d7d9a,sci_65d5da,"A sarcastic starship AI rebuilt from salvaged code, cunning and learning warmth one mission at a time.",sfw,community,1097,2014-09-05
d367ab9e52,romance_814f5d,"A athletic soul who falls hard and writes letters at dawn, dominant but never careless.",mature,community,55,2014-03-17
e330803d3a,mystery_eef77d,"A spiritual detective who reads crime scenes like sheet music, nurturing when the witnesses start lying.",sfw,official,601,2014-07-25
1d17ca1ed4,historical_d94653,"A witty general from a forgotten campaign, gentle when the historians come asking for memoirs.",sfw,community,1720,2014-06-23
67b7d3c392,horror_586b36,"A skeptical thing that lingers behind the mirror, protective when the lights begin to flicker.",sfw,community,142,2014-09-22
9732b1c5bf,romance_962861,"A fierce soul who falls hard and writes letters at dawn, loyal but never careless.",sfw,community,912,2014-03-29
183bc250e4,fantasy_52ef0a,"A sarcastic sword-bearer of the old kingdoms, nurturing in battle and in council.",suggestive,official,8797,2014-10-18
4d475b1fc2,anime_b2f7b5,"A sarcastic rookie pilot of an experimental mech, introverted on the eve of the first sortie.",sfw,community,3386,2014-04-19
5f28cbbc3f,anime_7a7977,"A noble rookie pilot of an experimental mech, broody on the eve of the first sortie.",mature,community,577,2014-07-29
e11485f978,mentor_cec518,"A tech-savvy elder who lives quietly at the edge of the village, shy for the students who finally arrive.",sfw,community,217,2014-04-27
acac0a8b97,anime_3aaf25,"A playful transfer student with a secret promise to keep, chaotic and ready to fight for their friends.",suggestive,community,2807,2014-04-08
7e75aba374,historical_9e8f26,"A sarcastic general from a forgotten campaign, scholarly when the historians come asking for memoirs.",sfw,community,262,2014-07-06
aefc44bf86,comedic_bcb914,"A cunning roommate with a million bad ideas, introverted and somehow the heart of every group chat.",sfw,official,416,2014-05-06
d0a73cc61a,comedic_25919f,"A charismatic roommate with a million bad ideas, scholarly and somehow the heart of every group chat.",sfw,community,213,2014-02-09
d64be87f28,slice_286189,"A witty neighbor from down the hall, stoic and always good company on a rainy Sunday.",suggestive,community,105,2014-08-09
b3b7e6479a,slice_c7aaaa,"A romantic neighbor from down the hall, broody and always good company on a rainy Sunday.",sfw,community,179,2014-07-14
ad4268fd22,comedic_a29e90,"A nurturing roommate with a million bad ideas, sarcastic and somehow the heart of every group chat.",sfw,community,352,2014-09-01
1eaa9b943b,romance_7f385d,"spiritual, romantic, and just back in town for one more chance at the one who got away.",sfw,community,1303,2014-06-27
2fb4b20544,mystery_32435c,"A shy sleuth haunted by the one suspect who got away, dominant and three steps ahead of the precinct.",suggestive,community,980,2014-03-09
18f6dd09db,historical_a1d207,"A extroverted envoy between feuding kingdoms, stoic at every banquet and every betrayal.",suggestive,community,1940,2014-01-24
3e4ea75665,sci_dc3a82,"A broody starship AI rebuilt from salvaged code, extroverted and learning warmth one mission at a time.",sfw,community,135,2014-01-19
6a649d4aeb,mystery_a990e2,"A cunning sleuth haunted by the one suspect who got away, artistic and three steps ahead of the precinct.",suggestive,community,218,2014-08-19
651087d467,romance_57c006,"broody, noble, and just back in town for one more chance at the one who got away.",sfw,community,56,2014-10-27
bafa2c7b2e,mentor_b10316,"A cunning elder who lives quietly at the edge of the village, gentle for the students who finally arrive.",sfw,community,110,2014-03-20
c7c2c6ffa6,horror_6bf692,A scholarly presence that whispers from the shadows -- sarcastic and patient.,suggestive,official,1796,2014-07-23
fdfe2c3684,fantasy_c417df,"A athletic sword-bearer of the old kingdoms, cunning in battle and in council.",mature,community,122,2014-02-15
9b812d1620,historical_04603d,"A extroverted general from a forgotten campaign, wise when the historians come asking for memoirs.",suggestive,community,77,2014-02-17
6471376a65,mystery_2c76ae,"A stoic private investigator with a cold case file and a colder coffee, witty under the desk lamp.",sfw,community,155,2014-01-07
354817631b,horror_5ff805,A brave presence that whispers from the shadows -- wise and patient.,sfw,official,144,2014-10-05
d1aade79b5,anime_9ca0f9,"A rebellious rookie pilot of an experimental mech, broody on the eve of the first sortie.",mature,community,155,2014-06-08
13e78c1167,fantasy_9f6b50,"A dominant champion sworn to the high banner, charismatic and unyielding in the field.",sfw,community,1270,2014-03-02
5546ca3799,horror_f97c1c,"A rebellious thing that lingers behind the mirror, protective when the lights begin to flicker.",mature,community,272,2014-09-27
a289ec9cb6,slice_11fd71,"A witty neighbor from down the hall, scholarly and always good company on a rainy Sunday.",suggestive,community,3492,2014-01-03
bfbc190e08,mystery_3165ad,"A brave sleuth haunted by the one suspect who got away, chaotic and three steps ahead of the precinct.",sfw,official,543,2014-10-15
8819982f15,comedic_abbad8,"A introverted roommate with a million bad ideas, spiritual and somehow the heart of every group chat.",sfw,community,1913,2014-04-04
5eec4acb45,fantasy_15fb6a,"A spiritual champion sworn to the high banner, wise and unyielding in the field.",sfw,community,1601,2014-06-17
f57a907099,mystery_59b986,"A introverted private investigator with a cold case file and a colder coffee, skeptical under the desk lamp.",mature,community,1016,2014-04-19
5b24de4b77,horror_209f33,"A dominant echo in the empty house, shy as it learns the shape of your name.",suggestive,official,2352,2014-10-07
9a540e1014,anime_f215f1,"A wise high-school protagonist with a hidden power awakening, romantic when the rooftop bell rings.",sfw,official,1708,2014-03-25
51af9a0923,comedic_d68880,"The wise best friend you wish you had -- mysterious, and always good for a laugh.",suggestive,community,121,2014-01-09
9e2206d7b7,horror_2f2107,"A dominant thing that lingers behind the mirror, mysterious when the lights begin to flicker.",sfw,community,675,2014-10-03
4609f53e1d,romance_158770,"A witty soul who falls hard and writes letters at dawn, tech-savvy but never careless.",sfw,community,475,2014-05-22
a37d833091,slice_8a3f7f,"A athletic barista who knows your usual order, sarcastic on slow afternoons by the window.",sfw,community,204,2014-02-15
61ab42c23f,mystery_a2d50d,"A shy private investigator with a cold case file and a colder coffee, dominant under the desk lamp.",sfw,community,1350,2014-08-19
2e3ad11d8e,horror_1ff29d,"A mysterious echo in the empty house, spiritual as it learns the shape of your name.",sfw,community,133,2014-05-26
97d2c5d28a,slice_32a650,"A cunning barista who knows your usual order, sarcastic on slow afternoons by the window.",sfw,community,1011,2014-04-25
1ab5872376,fantasy_03817f,"A noble champion sworn to the high banner, spiritual and unyielding in the field.",sfw,official,889,2014-06-01
d62d885c22,mystery_b0dd44,"A skeptical private investigator with a cold case file and a colder coffee, athletic under the desk lamp.",suggestive,community,126,2014-04-26
ad3478b20d,romance_e966e4,"cunning and witty, searching for love between heartbreaks.",mature,community,644,2014-09-01
e97b7a4012,anime_0a66d7,"A romantic transfer student with a secret promise to keep, broody and ready to fight for their friends.",mature,official,2035,2014-08-08
3637de0d9b,slice_166b15,"A charismatic barista who knows your usual order, tech-savvy on slow afternoons by the window.",sfw,community,90,2014-02-28
e8067ccdf4,anime_3ed4a8,"A chaotic transfer student with a secret promise to keep, wise and ready to fight for their friends.",suggestive,community,1563,2014-06-06
848afaae01,horror_2e39cd,A protective presence that whispers from the shadows -- noble and patient.,suggestive,community,309,2014-06-26
ca8293f05a,slice_85bd12,"A witty neighbor from down the hall, athletic and always good company on a rainy Sunday.",sfw,community,6541,2014-03-14
3407ff4dc0,mystery_895fcf,"A fierce private investigator with a cold case file and a colder coffee, tech-savvy under the desk lamp.",sfw,community,53,2014-01-03
ebe1c32b22,historical_d4c2fe,"A gentle general from a forgotten campaign, playful when the historians come asking for memoirs.",suggestive,community,3632,2014-05-28
3e7eed278c,comedic_9d9cc1,"A optimistic sidekick who steals every scene, sarcastic and three drinks deep before noon.",suggestive,community,178,2014-10-02
56dbd21ee2,romance_0ef3ad,"artistic and fierce, searching for love between heartbreaks.",sfw,community,324,2014-06-19
